gameId,onBlueTeam,blueWins,blueWardsPlaced,blueWardKills,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsterKills,blueDragonKills,blueHeraldKills,blueTowerKills,blueTotalGold,blueAvgLvl,blueTotalExp,blueTotalMinionsKilled,blueGoldDiff,blueExpDiff,onRedTeam,redWins,redWardsPlaced,redWardKills,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsterKills,redDragonKills,redHeraldKills,redTowerKills,redTotalGold,redAvgLvl,redTotalExp,redTotalMinionsKilled,redGoldDiff,redExpDiff
3488933243,0,1,17,8,0,8,5,8,0,0,0,1,24495,9.6,30435,310,2990,4453,1,0,27,0,1,5,8,4,3,2,1,0,21505,8.8,25982,296,-2990,-4453
3488835829,1,1,25,5,1,9,3,11,3,2,1,0,21992,8.6,25892,295,871,-1141,0,0,27,5,0,3,9,4,0,0,0,0,21121,9,27033,315,-871,1141
3488803459,0,1,16,7,1,10,5,13,1,1,0,2,26169,8.8,27850,302,6757,6762,1,0,17,2,0,5,10,6,1,1,0,0,19412,7.6,21088,193,-6757,-6762
3488799309,0,0,18,1,1,4,8,2,0,0,0,0,21143,8.8,26332,278,-1112,-2060,1,1,21,2,0,8,4,9,2,2,0,0,22255,9,28392,274,1112,2060
3488773005,0,1,21,10,0,10,9,10,2,1,1,0,22401,8.8,26670,273,-1238,-1210,1,0,27,6,1,9,10,11,0,0,0,0,23639,9,27880,287,1238,1210
3488709559,1,1,23,3,0,13,8,15,1,1,0,0,24860,9,28513,279,2492,2196,0,0,22,1,1,8,13,8,1,1,0,0,22368,8.8,26317,290,-2492,-2196
3488704737,0,1,24,6,0,13,12,10,0,0,0,0,23681,8.6,24442,227,466,212,1,0,24,7,1,12,13,13,1,1,0,0,23215,8.2,24230,237,-466,-212
3488710497,1,0,26,3,1,13,2,14,3,2,1,1,23945,8.8,27423,233,3167,1931,0,1,22,5,0,2,13,5,0,0,0,0,20778,8.6,25492,298,-3167,-1931
3488645450,0,0,20,2,1,9,13,5,0,0,0,2,23006,8.4,25312,283,-2271,-3120,1,1,19,6,0,13,9,14,1,1,0,0,25277,9,28432,303,2271,3120
3487953932,1,1,27,6,1,15,5,18,3,2,1,0,24226,8.8,26341,278,3332,1812,0,0,24,5,0,5,15,4,0,0,0,0,20894,8.4,24529,297,-3332,-1812
3487878273,0,1,19,5,1,8,12,9,1,1,0,1,23433,9,27542,288,-1938,-976,1,0,25,1,0,12,8,18,2,1,1,0,25371,8.8,28518,302,1938,976
3487860926,0,0,20,4,1,15,4,15,2,2,0,2,27899,9.2,30527,336,6733,5241,1,1,26,1,0,4,15,4,0,0,0,0,21166,8.2,25286,263,-6733,-5241
3487776848,1,1,21,6,0,9,7,12,1,1,0,0,25321,9,26983,287,2172,625,0,0,20,2,1,7,9,5,2,1,1,1,23149,8.4,26358,300,-2172,-625
3487773440,1,0,22,4,0,2,12,1,1,0,1,1,19769,8.6,25590,269,-6182,-2065,0,1,24,4,1,12,2,18,2,2,0,1,25951,9.2,27655,296,6182,2065
3487749848,0,0,21,7,0,6,8,6,0,0,0,1,22171,8.4,26519,330,-1999,-735,1,1,28,5,1,8,6,8,3,2,1,1,24170,8.8,27254,274,1999,735
3487744984,1,1,23,3,0,12,11,11,1,1,0,0,24703,9.4,29281,301,803,-359,0,0,16,4,1,11,12,7,0,0,0,0,23900,9.4,29640,286,-803,359
3487732511,1,0,17,4,0,5,13,5,0,0,0,0,20517,8.8,25816,260,-6498,-4360,0,1,19,5,1,13,5,10,3,2,1,1,27015,9.2,30176,315,6498,4360
3487618560,1,1,21,1,1,10,9,8,2,1,1,1,24134,8.8,27336,267,709,44,0,0,20,4,0,9,10,12,1,1,0,0,23425,8.8,27292,268,-709,-44
3483577855,0,0,21,1,0,8,7,2,2,1,1,1,24279,9,29124,361,1506,1109,1,1,16,3,1,7,8,4,0,0,0,0,22773,8.8,28015,269,-1506,-1109
3483571306,1,0,24,8,0,11,6,12,1,1,0,0,22514,9,27929,237,-34,465,0,1,24,7,1,6,11,4,0,0,0,0,22548,9,27464,323,34,-465
3481576904,1,1,21,4,1,20,8,29,2,1,1,0,27617,8.4,25056,233,4623,1759,0,0,22,5,0,8,20,6,1,1,0,1,22994,8.2,23297,239,-4623,-1759
3481496946,1,1,23,4,1,11,11,6,1,0,1,1,24120,8.8,27318,273,-525,-1653,0,0,21,6,0,11,11,9,1,1,0,0,24645,9.2,28971,305,525,1653
3480970788,0,0,21,4,1,11,20,13,0,0,0,0,23951,8.8,27260,265,-6229,-2889,1,1,27,4,0,20,11,18,3,2,1,2,30180,9.4,30149,288,6229,2889
3480608966,1,1,19,8,1,15,3,17,2,1,1,2,28463,9.6,30666,286,7983,5240,0,0,19,4,0,3,15,2,0,0,0,0,20480,8.6,25426,282,-7983,-5240
3480572625,1,1,26,5,0,10,8,13,1,0,1,1,23973,8.8,27139,272,863,-2260,0,0,25,1,1,8,10,6,1,1,0,0,23110,9.2,29399,313,-863,2260
3480497485,0,0,17,3,0,3,10,3,2,1,1,0,22495,8.8,26457,319,-2306,-3492,1,1,24,4,1,10,3,17,1,1,0,1,24801,9.2,29949,314,2306,3492
3480483185,0,0,17,5,0,3,11,4,0,0,0,0,19946,8.2,24175,284,-5585,-4855,1,1,26,1,1,11,3,17,2,2,0,0,25531,9.2,29030,341,5585,4855
3480448010,0,0,20,4,0,4,10,4,0,0,0,0,21478,8.8,27339,321,-4579,-1901,1,1,23,3,1,10,4,7,3,2,1,1,26057,9,29240,305,4579,1901
3480443759,0,1,23,6,1,16,3,16,1,1,0,1,28149,9.8,31176,349,8081,5155,1,0,20,5,0,3,16,1,0,0,0,0,20068,8.6,26021,268,-8081,-5155
3480338376,0,0,21,6,1,4,6,5,1,1,0,0,19521,8.4,24759,252,-2930,-3378,1,1,19,3,0,6,4,5,1,1,0,0,22451,9.2,28137,314,2930,3378
3479613283,0,0,19,5,1,6,15,4,0,0,0,0,22303,8.8,26964,299,-3003,-3171,1,1,18,4,0,15,6,12,2,2,0,1,25306,9.2,30135,256,3003,3171
3479610090,1,1,18,6,1,10,8,13,2,2,0,0,23246,9.2,28278,255,-167,-21,0,0,22,2,0,8,10,7,1,0,1,0,23413,9.2,28299,307,167,21
3479527556,0,1,15,6,0,12,5,11,2,1,1,1,27169,9.4,31031,368,6223,4592,1,0,25,3,1,5,12,3,0,0,0,0,20946,8.8,26439,263,-6223,-4592
3479513882,0,0,22,1,0,3,4,2,1,1,0,0,19921,8.4,25737,281,-1221,-1005,1,1,24,1,1,4,3,4,1,0,1,0,21142,8.8,26742,305,1221,1005
3479469183,1,0,20,1,1,7,6,8,0,0,0,0,22319,9.4,28748,306,-1585,-1722,0,1,21,3,0,6,7,7,2,2,0,0,23904,9.4,30470,374,1585,1722
3479461944,1,0,21,3,0,14,14,12,2,1,1,0,25179,9.2,28382,278,1086,1013,0,1,19,4,1,14,14,12,1,1,0,0,24093,8.8,27369,245,-1086,-1013
3478928848,0,0,24,5,0,4,9,4,2,1,1,0,19519,8.6,26512,236,-4517,-2006,1,1,22,5,1,9,4,7,1,1,0,1,24036,9,28518,282,4517,2006
3478926115,0,1,22,6,0,10,11,8,2,2,0,0,23891,9,28738,282,181,-293,1,0,23,3,1,11,10,9,0,0,0,0,23710,9,29031,279,-181,293
3478913122,1,1,21,2,1,12,6,15,1,1,0,0,24211,9.2,29142,299,1415,1874,0,0,19,4,0,6,12,5,0,0,0,0,22796,8.6,27268,314,-1415,-1874
3478911184,0,0,20,5,0,4,15,3,0,0,0,0,20709,8.6,25994,244,-3284,-2682,1,1,25,2,1,15,4,7,3,2,1,0,23993,8.8,28676,293,3284,2682
3478678960,0,0,19,1,0,7,11,6,0,0,0,0,23037,8.8,27197,329,-2433,-2873,1,1,18,2,1,11,7,11,3,2,1,0,25470,9.4,30070,312,2433,2873
3475671289,0,1,16,4,1,8,12,9,1,1,0,1,24483,8.4,25611,280,1361,-1265,1,0,19,1,0,12,8,19,2,1,1,0,23122,8.8,26876,264,-1361,1265
3475627164,0,1,16,3,0,14,6,18,1,1,0,0,25566,9,28779,260,3176,1857,1,0,23,1,1,6,14,4,1,0,1,0,22390,9,26922,326,-3176,-1857
3468866844,0,1,17,4,1,8,6,10,0,0,0,1,24810,9.2,28673,340,3482,2837,1,0,22,1,0,6,8,6,1,1,0,0,21328,8.4,25836,306,-3482,-2837
3468860378,0,0,18,7,0,13,6,10,2,1,1,1,26339,9.4,30556,317,4221,4078,1,1,21,2,1,6,13,6,1,1,0,0,22118,8.4,26478,297,-4221,-4078
3468793699,0,0,16,1,0,12,13,9,0,0,0,0,24508,9.2,29288,274,-920,-54,1,1,14,2,1,13,12,10,1,1,0,0,25428,9.2,29342,314,920,54
3455299110,1,1,22,4,1,14,6,12,2,1,1,1,27437,9.6,31304,315,5810,5055,0,0,17,2,0,6,14,7,1,1,0,0,21627,8.8,26249,292,-5810,-5055
3455314534,0,0,15,4,0,11,16,17,0,0,0,0,22900,8.6,25724,237,-2749,-1509,1,1,21,1,1,16,11,27,2,1,1,0,25649,9,27233,241,2749,1509
3455281052,0,0,20,7,0,4,4,3,2,1,1,1,23189,9,28599,320,4178,1795,1,1,20,1,1,4,4,3,1,1,0,0,19011,8.8,26804,187,-4178,-1795
3454497659,0,1,18,2,1,17,20,12,0,0,0,2,28080,9,28514,275,1656,-558,1,0,18,2,0,20,17,13,1,1,0,0,26424,9,29072,237,-1656,558
3454488330,0,1,20,4,0,16,9,14,2,1,1,3,27553,9,29276,236,5448,5683,1,0,17,3,1,9,16,13,1,1,0,0,22105,8,23593,226,-5448,-5683
3454187825,1,1,14,3,1,11,5,15,2,1,1,0,24761,9.4,30453,280,4036,4529,0,0,19,1,0,5,11,9,0,0,0,0,20725,8.6,25924,271,-4036,-4529
3454184322,1,0,19,6,1,6,12,8,0,0,0,0,20826,8.6,25841,237,-3657,-3779,0,1,23,7,0,12,6,6,1,1,0,0,24483,9.2,29620,316,3657,3779
3454098520,0,1,19,6,0,4,8,2,0,0,0,1,22753,8.8,27506,335,467,-840,1,0,22,4,1,8,4,9,1,1,0,0,22286,9,28346,264,-467,840
3427244795,1,0,19,2,0,7,9,10,0,0,0,0,21646,8.6,26476,248,-3140,-2183,0,1,23,3,1,9,7,14,1,1,0,1,24786,9,28659,305,3140,2183
3427200956,1,0,20,3,0,6,9,8,0,0,0,0,21427,8.8,27233,298,-2915,-1381,0,1,22,4,1,9,6,9,1,1,0,0,24342,8.8,28614,313,2915,1381
3427173708,0,1,18,3,1,5,7,4,2,2,0,0,22473,9.2,28954,316,-231,1009,1,0,21,1,0,7,5,6,0,0,0,0,22704,9,27945,304,231,-1009
3427097130,0,0,18,6,0,2,9,2,1,1,0,1,21382,8.8,27214,275,-2449,147,1,1,25,5,1,9,2,14,1,0,1,1,23831,8.8,27067,292,2449,-147
3413718621,1,1,21,6,0,10,10,7,0,0,0,1,25018,9.4,29682,329,1053,1970,0,0,17,4,1,10,10,13,0,0,0,0,23965,8.8,27712,298,-1053,-1970
3413631829,0,0,18,4,1,3,11,4,0,0,0,0,21002,8.4,25317,309,-3008,-4893,1,1,26,1,0,11,3,6,1,1,0,1,24010,9.2,30210,310,3008,4893
3413571167,1,0,25,1,1,12,9,14,2,1,1,0,24218,8.6,25429,273,-631,-3575,0,1,20,5,0,9,12,11,0,0,0,1,24849,9,29004,307,631,3575
3413239480,0,1,24,12,1,3,3,6,1,1,0,0,21748,9.2,27706,362,588,-59,1,0,28,1,0,3,3,3,1,1,0,0,21160,9,27765,330,-588,59
3412323073,1,1,21,2,0,8,5,6,1,1,0,0,21550,8.4,25128,247,423,-822,0,0,17,7,1,5,8,6,0,0,0,0,21127,8.4,25950,310,-423,822
3412214864,0,1,17,3,0,11,9,10,3,2,1,4,28956,9.4,30656,309,7239,5585,1,0,15,1,1,9,11,11,0,0,0,0,21717,8,25071,226,-7239,-5585
3401599179,0,1,12,0,0,8,6,5,2,1,1,9,27359,8.4,24910,269,11255,12616,1,0,3,0,1,6,8,12,0,0,0,0,16104,5,12294,117,-11255,-12616
3401564374,1,0,22,1,0,4,6,5,0,0,0,0,21667,9,28379,329,-448,47,0,1,18,3,1,6,4,4,2,1,1,0,22115,9.2,28332,268,448,-47
3401454838,1,1,22,3,0,8,5,5,1,1,0,1,24517,9.2,29920,322,1906,1428,0,0,17,3,1,5,8,2,1,0,1,0,22611,9,28492,325,-1906,-1428
3397736404,1,0,21,2,0,9,7,12,0,0,0,0,22126,8.8,26216,269,-68,-832,0,1,22,4,1,7,9,5,3,2,1,0,22194,8.8,27048,288,68,832
3397720527,1,0,22,4,0,9,16,8,0,0,0,0,22916,8.8,27005,260,-2204,-1477,0,1,21,3,1,16,9,12,1,1,0,1,25120,8.8,28482,224,2204,1477
3397594407,1,1,20,1,0,8,7,10,1,1,0,1,20238,8.2,24693,239,-3085,-1864,0,0,19,4,1,7,8,10,0,0,0,0,23323,8.8,26557,271,3085,1864
3397469116,0,1,19,5,0,14,5,10,1,0,1,3,28615,9.8,31779,351,8169,6328,1,0,20,1,1,5,14,2,0,0,0,0,20446,8.4,25451,272,-8169,-6328
3397440863,0,0,19,2,1,9,12,8,1,0,1,0,21803,8.6,25629,227,-2710,-1841,1,1,21,1,0,12,9,12,2,2,0,0,24513,9,27470,261,2710,1841
3396372719,0,1,20,5,1,15,8,12,1,0,1,1,27003,8.8,27346,316,5123,2737,1,0,18,2,0,8,15,7,1,1,0,0,21880,8.2,24609,273,-5123,-2737
3396329084,0,1,25,5,1,13,1,22,3,2,1,1,26961,9.4,30779,307,6750,4857,1,0,22,5,0,1,13,1,0,0,0,0,20211,8.8,25922,309,-6750,-4857
3396343607,1,1,25,4,1,12,7,8,2,1,1,2,25648,9.2,29747,288,3780,2398,0,0,21,6,0,7,12,4,0,0,0,0,21868,9,27349,267,-3780,-2398
3394861190,0,1,16,1,1,8,3,5,1,1,0,1,21689,8.8,27043,224,3348,378,1,0,14,0,0,3,8,1,0,0,0,0,18341,8.8,26665,261,-3348,-378
3394158253,0,0,16,3,1,11,13,10,1,1,0,1,24112,9,28436,288,-787,-1098,1,1,20,0,0,13,11,13,2,1,1,0,24899,9.2,29534,299,787,1098
3394142024,0,1,21,1,1,11,9,11,1,1,0,0,24652,8.8,27945,272,2100,445,1,0,20,0,0,9,11,8,0,0,0,0,22552,9,27500,297,-2100,-445
3394092090,0,0,14,8,1,11,6,13,2,1,1,0,24985,9,29076,294,3191,1574,1,1,21,0,0,6,11,4,0,0,0,0,21794,8.8,27502,324,-3191,-1574
3393500871,1,1,27,2,1,16,6,13,1,1,0,1,27691,9.4,30031,319,7037,4666,0,0,18,5,0,6,16,5,0,0,0,0,20654,8.6,25365,219,-7037,-4666
3393465703,0,1,19,4,0,5,6,4,2,1,1,0,22494,8.8,28241,323,1303,1460,1,0,24,3,1,6,5,6,1,1,0,0,21191,8.8,26781,282,-1303,-1460
3393422495,1,0,25,1,0,7,15,8,2,2,0,0,23103,8.6,25556,308,-2878,-2361,0,1,21,4,1,15,7,22,1,0,1,1,25981,8.8,27917,230,2878,2361
3393346066,0,1,22,2,1,14,8,12,1,0,1,1,27429,9,28538,306,5324,2453,1,0,22,3,0,8,14,15,2,2,0,0,22105,8.6,26085,253,-5324,-2453
3392964419,1,0,26,3,1,7,3,5,0,0,0,1,23689,9.2,29548,326,1417,848,0,1,23,4,0,3,7,4,1,1,0,0,22272,9,28700,341,-1417,-848
3392929735,1,0,21,2,0,1,12,0,0,0,0,0,18524,8.4,24068,259,-10618,-8151,0,1,19,3,1,12,1,9,3,2,1,3,29142,9.8,32219,349,10618,8151
3392488400,1,0,19,3,0,9,8,12,1,1,0,0,22037,9,28009,259,-1357,-560,0,1,19,2,1,8,9,7,0,0,0,1,23394,9,28569,294,1357,560
3392441459,1,1,25,4,1,9,4,5,1,1,0,2,25372,9,29911,324,5937,2682,0,0,16,3,0,4,9,5,0,0,0,0,19435,8.6,27229,205,-5937,-2682
3392363126,1,1,29,5,1,6,5,5,1,0,1,0,22051,9,27044,303,667,65,0,0,20,8,0,5,6,6,2,2,0,0,21384,8.8,26979,269,-667,-65
3392307372,0,0,15,4,0,10,8,8,0,0,0,1,21821,8.8,27270,237,-1721,-1267,1,1,27,1,1,8,10,7,2,1,1,0,23542,9.2,28537,270,1721,1267
3391801429,0,0,27,6,0,7,3,6,1,1,0,0,23885,9.4,30621,363,1766,1666,1,1,25,4,1,3,7,5,0,0,0,0,22119,9,28955,359,-1766,-1666
3391765995,0,0,22,2,0,4,9,6,1,1,0,1,21094,8,24113,288,-2898,-2580,1,1,19,5,1,9,4,8,0,0,0,0,23992,8.8,26693,307,2898,2580
3391731049,1,0,23,1,1,7,10,10,1,1,0,0,21003,8.4,24784,238,-5084,-3573,0,1,22,5,0,10,7,15,2,1,1,2,26087,8.8,28357,296,5084,3573
3389495923,1,1,24,4,0,7,8,8,0,0,0,1,23512,9.2,28667,305,2517,2372,0,0,23,5,1,8,7,6,2,2,0,0,20995,8.4,26295,219,-2517,-2372
3389540547,0,1,21,7,0,14,8,7,0,0,0,2,27292,9.6,31492,339,4261,4334,1,0,18,3,1,8,14,8,1,1,0,0,23031,8.8,27158,269,-4261,-4334
3389000717,0,1,25,4,1,10,5,5,3,2,1,0,22864,9.2,29088,289,1854,2369,1,0,21,3,0,5,10,5,0,0,0,0,21010,8.8,26719,301,-1854,-2369
3388968169,0,1,15,3,0,10,9,14,1,1,0,1,25348,8.8,27042,306,3578,1428,1,0,14,2,1,9,10,9,0,0,0,0,21770,8.6,25614,256,-3578,-1428
3388945937,1,0,19,0,0,8,10,9,1,1,0,0,20049,8.2,25153,237,-5822,-3177,0,1,13,4,1,10,8,12,0,0,0,1,25871,9.2,28330,288,5822,3177
3388930331,1,0,25,2,1,11,5,18,1,0,1,0,23750,8.6,25601,277,3236,938,0,1,15,4,0,5,11,4,1,1,0,0,20514,8.2,24663,283,-3236,-938
3388865647,0,1,19,3,0,10,16,9,2,1,1,1,24222,8.8,28385,270,-2776,-96,1,0,22,4,1,16,10,19,1,1,0,1,26998,9.2,28481,283,2776,96
3388911506,0,1,26,4,1,12,4,13,2,1,1,2,26242,9,27911,309,5986,4049,1,0,19,3,0,4,12,12,1,1,0,0,20256,8.4,23862,233,-5986,-4049
3388806014,1,1,18,2,1,8,8,11,1,1,0,0,23304,9.2,29099,292,699,647,0,0,11,3,0,8,8,4,2,1,1,0,22605,9,28452,267,-699,-647
3387815055,0,0,18,6,1,9,13,8,2,1,1,2,25912,8.8,26463,309,147,-3388,1,1,18,2,0,13,9,14,1,1,0,0,25765,9.4,29851,284,-147,3388
3385968812,1,1,11,3,0,8,10,5,1,1,0,0,23154,8.8,27429,276,-354,338,0,0,18,2,1,10,8,9,0,0,0,0,23508,8.6,27091,268,354,-338
3384696143,1,1,26,2,1,8,9,8,1,1,0,1,23190,9.2,28398,280,1301,111,0,0,22,6,0,9,8,5,2,1,1,0,21889,9,28287,259,-1301,-111
3384618181,0,1,18,3,1,17,14,19,1,1,0,0,27810,9.6,30736,281,2791,1951,1,0,22,2,0,14,17,16,1,1,0,0,25019,9.2,28785,265,-2791,-1951
3384614038,0,1,19,7,1,14,6,16,2,2,0,0,24896,9,27622,263,3343,3018,1,0,24,1,0,6,14,5,0,0,0,0,21553,8.2,24604,254,-3343,-3018
3384586530,1,0,16,2,1,8,4,12,2,1,1,0,23307,8.8,27944,301,1414,173,0,1,21,2,0,4,8,5,0,0,0,0,21893,9,27771,344,-1414,-173
3384507983,1,1,17,4,0,10,14,13,0,0,0,0,23560,8.6,26203,305,-3159,-1199,0,0,25,5,1,14,10,16,3,2,1,1,26719,8.8,27402,290,3159,1199
3383561347,0,0,24,2,1,7,10,7,1,1,0,0,20937,8.8,26754,238,-1952,-1891,1,1,20,3,0,10,7,8,0,0,0,0,22889,9.2,28645,306,1952,1891
3382337489,1,0,21,2,0,7,3,7,1,1,0,0,23566,9.2,29000,338,1981,2647,0,1,22,3,1,3,7,6,2,1,1,0,21585,8.6,26353,344,-1981,-2647
3379803743,0,1,15,2,1,7,7,6,2,1,1,1,23186,9.2,28290,320,-304,-1783,1,0,17,0,0,7,7,10,0,0,0,1,23490,9.4,30073,283,304,1783
3379746374,1,0,17,3,0,4,9,8,1,0,1,1,20064,8.2,25128,271,-5048,-3879,0,1,20,2,1,9,4,11,1,1,0,0,25112,9,29007,296,5048,3879
3379222098,0,0,23,5,0,4,11,1,0,0,0,1,21735,8.6,27188,315,-2220,-277,1,1,24,6,1,11,4,16,2,2,0,0,23955,8.8,27465,281,2220,277
3379175177,0,0,13,2,0,10,8,10,1,1,0,0,24155,8.8,27546,278,1479,1425,1,1,22,4,1,8,10,9,1,1,0,0,22676,8.8,26121,321,-1479,-1425
3374650783,0,1,17,2,1,6,6,2,1,1,0,0,20409,8.6,26303,262,-457,520,1,0,19,1,0,6,6,9,1,1,0,0,20866,8.4,25783,275,457,-520
3374579495,0,0,20,1,1,8,8,8,2,1,1,1,23198,9.2,27869,320,1072,-395,1,1,15,2,0,8,8,10,1,1,0,0,22126,9,28264,270,-1072,395
3374541679,1,1,14,2,0,6,11,6,0,0,0,1,22535,8.8,27759,282,-1252,-2322,0,0,21,3,1,11,6,13,1,1,0,0,23787,9.4,30081,260,1252,2322
3373345171,0,0,21,2,0,5,13,4,1,1,0,0,20282,8.2,24138,266,-4493,-5884,1,1,24,1,1,13,5,9,1,1,0,0,24775,9.2,30022,327,4493,5884
3373273525,0,1,21,3,1,13,6,9,3,2,1,1,26927,9.4,30006,342,6286,3559,1,0,18,1,0,6,13,3,0,0,0,0,20641,8.6,26447,305,-6286,-3559
3373235371,1,1,21,3,1,16,5,15,1,1,0,0,25580,9.2,29662,310,4475,3539,0,0,27,7,0,5,16,8,0,0,0,0,21105,8.6,26123,286,-4475,-3539
3371622560,0,1,18,6,1,10,10,6,0,0,0,1,25214,8.6,26773,301,2935,1486,1,0,23,3,0,10,10,13,0,0,0,0,22279,8.6,25287,245,-2935,-1486
3371516238,0,1,18,3,0,6,11,5,1,0,1,2,23246,8.8,27418,277,-967,-686,1,0,24,2,1,11,6,13,1,1,0,0,24213,9,28104,293,967,686
3370899452,1,1,18,4,1,15,9,26,0,0,0,0,26003,9.2,28240,298,4177,4101,0,0,21,3,0,9,15,5,1,1,0,0,21826,8,24139,239,-4177,-4101
3370875986,1,0,13,1,1,12,13,19,0,0,0,1,25024,8.4,24723,263,-962,-2588,0,1,20,1,0,13,12,15,0,0,0,1,25986,8.8,27311,279,962,2588
3370849295,1,1,19,2,1,11,9,16,0,0,0,0,24849,9.2,29284,314,1000,909,0,0,18,3,0,9,11,9,1,1,0,0,23849,9,28375,284,-1000,-909
3370793776,1,1,24,6,1,13,11,13,1,1,0,0,23589,8.6,26377,217,109,-1084,0,0,18,4,0,11,13,8,0,0,0,0,23480,8.6,27461,275,-109,1084
3369159669,1,0,19,1,1,12,13,9,0,0,0,0,24130,9.2,28388,248,-2729,-1960,0,1,18,2,0,13,12,10,3,2,1,1,26859,9.4,30348,306,2729,1960
3369150536,0,1,20,3,0,13,7,9,0,0,0,1,24191,9.2,28698,266,2521,2054,1,0,17,1,1,7,13,7,1,1,0,0,21670,8.8,26644,252,-2521,-2054
3369112611,1,1,18,2,1,10,7,10,1,1,0,0,24097,9.2,29479,280,3175,3688,0,0,15,1,0,7,10,6,0,0,0,0,20922,8.4,25791,265,-3175,-3688
3369006464,0,0,17,3,1,5,10,4,0,0,0,0,20801,8.2,23792,273,-1731,-3169,1,1,17,2,0,10,5,9,3,2,1,0,22532,9,26961,264,1731,3169
3368979476,0,0,20,4,0,6,11,8,0,0,0,0,21344,8.6,25854,282,-3452,-3413,1,1,17,4,1,11,6,12,1,1,0,0,24796,9.2,29267,291,3452,3413
3368352890,0,1,23,3,0,7,10,6,1,0,1,0,21519,8.8,27846,277,-1750,1844,1,0,19,3,1,10,7,9,1,1,0,0,23269,8.6,26002,267,1750,-1844
3368197401,1,1,14,2,1,16,6,15,3,2,1,3,28455,9.6,30484,324,7477,5115,0,0,19,2,0,6,16,7,0,0,0,0,20978,8.4,25369,231,-7477,-5115
3368171430,0,0,15,4,0,7,12,6,1,1,0,0,20998,8.4,24454,220,-6104,-2237,1,1,21,1,1,12,7,10,1,0,1,3,27102,8.8,26691,281,6104,2237
3368022856,1,0,26,4,1,11,6,6,2,1,1,2,24638,9.2,28476,320,1495,-1628,0,1,21,4,0,6,11,5,1,1,0,0,23143,9.4,30104,321,-1495,1628
3365940387,1,1,19,2,0,10,5,14,1,1,0,0,23877,9.2,28537,292,1976,2833,0,0,16,4,1,5,10,10,1,1,0,0,21901,8.8,25704,313,-1976,-2833
3365833659,0,0,15,3,0,7,20,7,0,0,0,0,21687,9,27301,245,-6189,-2019,1,1,24,0,1,20,7,20,2,2,0,2,27876,9.2,29320,268,6189,2019
3365669277,0,1,21,1,1,12,5,13,2,1,1,1,25447,8.8,27590,271,5194,1838,1,0,17,5,0,5,12,6,0,0,0,0,20253,8.6,25752,245,-5194,-1838
3365721311,0,0,19,2,0,11,17,13,0,0,0,0,24935,8.8,26412,296,-4291,-2435,1,1,16,2,1,17,11,21,1,1,0,2,29226,9,28847,315,4291,2435
3362608512,0,0,10,2,0,7,7,11,0,0,0,0,22675,8.8,27198,320,140,-413,1,1,20,1,1,7,7,8,1,1,0,0,22535,8.8,27611,320,-140,413
3361455599,1,1,26,3,1,11,6,11,0,0,0,2,24354,9,27558,309,3393,591,0,0,20,6,0,6,11,3,1,1,0,0,20961,8.8,26967,244,-3393,-591
3361430791,1,1,17,5,0,7,7,2,0,0,0,0,20964,8.6,26270,289,-2240,-280,0,0,21,7,1,7,7,9,1,1,0,1,23204,8.6,26550,289,2240,280
3361223893,1,1,17,4,0,11,10,9,0,0,0,0,24043,8.8,28702,287,1004,66,0,0,17,3,1,10,11,6,2,2,0,0,23039,9.2,28636,276,-1004,-66
3361107669,0,0,20,4,0,4,6,3,0,0,0,0,20784,8.6,26287,308,-2425,-2535,1,1,27,5,1,6,4,8,2,2,0,1,23209,9,28822,322,2425,2535
3360617239,1,1,19,6,1,13,3,8,0,0,0,1,25540,9,29000,305,4776,3633,0,0,16,6,0,3,13,3,0,0,0,0,20764,8.6,25367,302,-4776,-3633
3360519133,0,0,16,2,1,4,16,5,1,0,1,1,19860,8.6,25480,239,-6965,-4411,1,1,18,1,0,16,4,25,1,1,0,0,26825,9.4,29891,281,6965,4411
3360507540,0,1,30,3,1,9,5,9,2,1,1,1,23529,8.8,27112,290,2308,1317,1,0,21,1,0,5,9,12,1,1,0,0,21221,8.6,25795,254,-2308,-1317
3360429005,1,1,20,7,1,11,6,11,1,1,0,0,25504,9.6,30733,359,1754,2120,0,0,21,4,0,6,11,6,1,0,1,1,23750,9,28613,323,-1754,-2120
3360327982,0,1,20,3,1,7,7,7,1,1,0,0,23310,9.2,28383,337,3105,1846,1,0,16,0,0,7,7,8,0,0,0,0,20205,8.8,26537,209,-3105,-1846
3360330058,1,1,16,5,1,14,0,17,3,2,1,1,25162,9.2,29102,255,6747,4689,0,0,22,2,0,0,14,0,0,0,0,0,18415,8.2,24413,271,-6747,-4689
3360241563,0,0,23,3,1,2,4,0,1,1,0,0,20377,9.2,28600,296,-1823,-1825,1,1,15,3,0,4,2,1,0,0,0,0,22200,9.4,30425,349,1823,1825
3357436266,0,0,19,4,1,5,15,5,1,0,1,0,20377,8.4,25460,246,-5351,-5268,1,1,18,5,0,15,5,13,1,1,0,0,25728,9.4,30728,296,5351,5268
3357440153,1,1,21,2,1,19,1,13,2,2,0,1,26803,9.4,31020,322,8315,8798,0,0,10,2,0,1,19,1,0,0,0,0,18488,7.8,22222,230,-8315,-8798
